CASE_KEY,ACTIVITY,EVENTTIME,SORTING,RESOURCE
863,GenerateConfirmationMail,2024-09-17 22:41:21,3,System_2967
863,SendConfirmationMail,2024-09-17 22:41:22,4,System_2968
863,ReviewDocuments,2024-09-20 11:34:06,5,Sachbearbeiter1
863,RequestResubmission,2024-09-30 12:54:54,6,Sachbearbeiter3
863,ReceiveResubmission,2024-09-30 12:59:15,7,System_7272
863,ReviewDocuments,2024-10-16 08:50:32,8,Sachbearbeiter1
863,RequestResubmission,2024-10-29 14:38:27,9,Sachbearbeiter1
863,ReceiveResubmission,2024-10-29 14:44:11,10,System_8090
863,ReviewDocuments,2024-11-19 09:18:56,11,Sachbearbeiter1
863,RequestResubmission,2024-11-27 15:51:51,12,Sachbearbeiter3
863,ReceiveResubmission,2024-11-27 15:57:06,13,System_8371
863,ReviewDocuments,2024-12-09 12:40:00,14,Sachbearbeiter2
863,RequestResubmission,2024-12-11 14:52:23,15,Sachbearbeiter2
863,ReceiveResubmission,2024-12-11 14:56:53,16,System_8497
863,ReviewDocuments,2024-12-16 13:32:30,17,Sachbearbeiter2
863,RequestResubmission,2024-12-17 08:07:10,18,Sachbearbeiter2
863,ReceiveResubmission,2024-12-17 08:12:37,19,System_8536
863,ReviewDocuments,2024-12-23 08:00:28,20,Sachbearbeiter3
863,RequestResubmission,2024-12-23 08:37:12,21,Sachbearbeiter2
863,ReceiveResubmission,2024-12-23 08:41:35,22,System_8558
863,ReviewDocuments,2024-12-25 07:30:00,23,Sachbearbeiter3
863,RequestResubmission,2024-12-25 07:38:59,24,Sachbearbeiter3
863,ReceiveResubmission,2024-12-25 07:43:08,25,System_8562
863,ReviewDocuments,2024-12-26 07:30:00,26,Sachbearbeiter2
863,RequestResubmission,2024-12-26 07:38:38,27,Sachbearbeiter2
863,ReceiveResubmission,2024-12-26 07:45:11,28,System_8564
863,ReviewDocuments,2024-12-27 09:42:45,29,Sachbearbeiter3
863,StoreApplication,2024-12-27 09:56:29,30,Sachbearbeiter1
863,AssessApplication,2024-12-27 09:58:44,31,Sachbearbeiter2
863,CalculateClaim,2024-12-27 10:13:09,32,Sachbearbeiter3
863,Write Notification,2024-12-27 10:25:41,33,Sachbearbeiter1
863,SendNotification,2024-12-27 10:30:19,34,Sachbearbeiter2
864,SendMailToParents,2024-09-17 08:06:32,1,System_2082
864,ReceiveParentsData,2024-09-17 08:06:37,2,System_2083
864,GenerateConfirmationMail,2024-09-17 17:55:35,3,System_2671
864,SendConfirmationMail,2024-09-17 17:55:37,4,System_2672
864,ReviewDocuments,2024-09-20 08:15:42,5,Sachbearbeiter1
864,StoreApplication,2024-09-30 09:19:38,6,Sachbearbeiter2
864,AssessApplication,2024-10-11 12:11:53,7,Sachbearbeiter3
864,CalculateClaim,2024-10-23 12:40:34,8,Sachbearbeiter1
864,Write Notification,2024-11-07 11:49:09,9,Sachbearbeiter2
864,SendNotification,2024-11-20 10:19:46,10,Sachbearbeiter3
865,SendMailToParents,2024-09-17 08:12:56,1,System_2086
865,ReceiveParentsData,2024-09-17 08:12:58,2,System_2087
865,GenerateConfirmationMail,2024-09-19 06:57:42,3,System_4245
865,SendConfirmationMail,2024-09-19 06:57:44,4,System_4247
865,ReviewDocuments,2024-09-25 10:51:51,5,Sachbearbeiter2
865,RequestResubmission,2024-10-08 13:05:27,6,Sachbearbeiter3
865,ReceiveResubmission,2024-10-08 13:13:17,7,System_7527
865,ReviewDocuments,2024-10-23 10:47:40,8,Sachbearbeiter1
865,RequestResubmission,2024-11-07 09:15:54,9,Sachbearbeiter3
865,ReceiveResubmission,2024-11-07 09:23:27,10,System_8147
865,ReviewDocuments,2024-11-22 07:52:48,11,Sachbearbeiter2
865,RequestResubmission,2024-12-02 10:37:44,12,Sachbearbeiter3
865,ReceiveResubmission,2024-12-02 10:42:46,13,System_8397
865,ReviewDocuments,2024-12-10 14:01:19,14,Sachbearbeiter2
865,StoreApplication,2024-12-12 12:56:05,15,Sachbearbeiter1
865,AssessApplication,2024-12-13 12:52:13,16,Sachbearbeiter1
865,CalculateClaim,2024-12-16 10:14:40,17,Sachbearbeiter3
865,Write Notification,2024-12-16 15:14:33,18,Sachbearbeiter1
865,SendNotification,2024-12-17 08:53:18,19,Sachbearbeiter1
866,SendMailToParents,2024-09-17 08:16:10,1,System_2090
866,ReceiveParentsData,2024-09-17 08:16:15,2,System_2091
866,GenerateConfirmationMail,2024-09-22 15:34:08,3,System_6304
866,SendConfirmationMail,2024-09-22 15:34:10,4,System_6305
866,ReviewDocuments,2024-10-03 08:51:36,5,Sachbearbeiter1
866,StoreApplication,2024-10-15 12:36:45,6,Sachbearbeiter2
866,AssessApplication,2024-10-28 15:39:03,7,Sachbearbeiter1
866,CalculateClaim,2024-11-12 13:26:16,8,Sachbearbeiter1
866,Write Notification,2024-11-22 11:13:41,9,Sachbearbeiter2
866,SendNotification,2024-12-02 12:25:02,10,Sachbearbeiter1
867,SendMailToParents,2024-09-17 08:20:58,1,System_2092
867,ReceiveParentsData,2024-09-17 08:21:01,2,System_2093
867,GenerateConfirmationMail,2024-09-19 16:50:23,3,System_4836
867,SendConfirmationMail,2024-09-19 16:50:25,4,System_4837
867,ReviewDocuments,2024-09-27 08:49:38,5,Sachbearbeiter3
867,StoreApplication,2024-10-10 11:38:50,6,Sachbearbeiter1
867,AssessApplication,2024-10-22 11:52:29,7,Sachbearbeiter3
867,CalculateClaim,2024-11-06 07:31:35,8,Sachbearbeiter2
867,Write Notification,2024-11-19 09:43:33,9,Sachbearbeiter1
867,SendNotification,2024-11-28 07:32:04,10,Sachbearbeiter3
868,SendMailToParents,2024-09-17 08:22:36,1,System_2094
868,ReceiveParentsData,2024-09-17 08:22:38,2,System_2095
868,GenerateConfirmationMail,2024-10-05 00:01:00,3,System_7419
868,SendConfirmationMail,2024-10-05 00:01:02,4,System_7420
868,ReviewDocuments,2024-10-17 10:30:42,5,Sachbearbeiter2
868,RequestResubmission,2024-10-30 15:37:29,6,Sachbearbeiter2
868,ReceiveResubmission,2024-10-30 15:42:36,7,System_8102
868,ReviewDocuments,2024-11-15 15:59:41,8,Sachbearbeiter2
868,RequestResubmission,2024-11-27 07:42:18,9,Sachbearbeiter3
868,ReceiveResubmission,2024-11-27 07:48:01,10,System_8366
868,ReviewDocuments,2024-12-05 13:06:14,11,Sachbearbeiter2
868,RequestResubmission,2024-12-10 11:48:21,12,Sachbearbeiter1
868,ReceiveResubmission,2024-12-10 11:52:25,13,System_8476
868,ReviewDocuments,2024-12-13 15:03:25,14,Sachbearbeiter2
868,StoreApplication,2024-12-16 11:40:10,15,Sachbearbeiter2
868,AssessApplication,2024-12-16 15:44:43,16,Sachbearbeiter3
868,CalculateClaim,2024-12-17 09:10:48,17,Sachbearbeiter2
868,Write Notification,2024-12-17 10:49:55,18,Sachbearbeiter1
868,SendNotification,2024-12-17 12:13:48,19,Sachbearbeiter1
869,SendMailToParents,2024-09-17 08:29:04,1,System_2096
869,ReceiveParentsData,2024-09-17 08:29:07,2,System_2097
869,GenerateConfirmationMail,2024-09-24 15:12:25,3,System_6761
869,SendConfirmationMail,2024-09-24 15:12:26,4,System_6762
869,ReviewDocuments,2024-10-08 07:58:14,5,Sachbearbeiter2
869,StoreApplication,2024-10-18 10:21:51,6,Sachbearbeiter3
869,AssessApplication,2024-11-01 09:19:25,7,Sachbearbeiter2
869,WriteRejection,2024-11-15 09:19:00,8,Sachbearbeiter1
869,SendRejection,2024-11-26 10:04:24,9,Sachbearbeiter1
870,SendMailToParents,2024-09-17 08:35:31,1,System_2098
870,ReceiveParentsData,2024-09-17 08:35:35,2,System_2099
870,GenerateConfirmationMail,2024-09-18 18:47:34,3,System_3835
870,SendConfirmationMail,2024-09-18 18:47:36,4,System_3836
870,ReviewDocuments,2024-09-24 12:53:05,5,Sachbearbeiter3
870,StoreApplication,2024-10-07 15:16:32,6,Sachbearbeiter2
870,AssessApplication,2024-10-18 08:41:46,7,Sachbearbeiter1
870,WriteRejection,2024-11-01 07:36:48,8,Sachbearbeiter1
870,SendRejection,2024-11-15 08:10:11,9,Sachbearbeiter2
871,GenerateConfirmationMail,2024-09-17 08:40:08,1,System_2100
871,SendConfirmationMail,2024-09-17 08:40:09,2,System_2101
871,ReviewDocuments,2024-09-18 13:55:20,3,Sachbearbeiter1
871,StoreApplication,2024-09-23 15:46:01,4,Sachbearbeiter3
871,AssessApplication,2024-10-04 14:37:19,5,Sachbearbeiter3
871,CalculateClaim,2024-10-17 09:20:49,6,Sachbearbeiter1
871,Write Notification,2024-10-30 14:44:11,7,Sachbearbeiter3
871,SendNotification,2024-11-14 08:15:04,8,Sachbearbeiter1
872,SendMailToParents,2024-09-17 08:44:04,1,System_2103
872,ReceiveParentsData,2024-09-17 08:44:09,2,System_2104
872,GenerateConfirmationMail,2024-09-24 01:38:34,3,System_6663
872,SendConfirmationMail,2024-09-24 01:38:36,4,System_6664
872,ReviewDocuments,2024-10-07 09:32:57,5,Sachbearbeiter3
872,StoreApplication,2024-10-17 13:12:17,6,Sachbearbeiter3
872,AssessApplication,2024-10-31 09:14:33,7,Sachbearbeiter2
872,CalculateClaim,2024-11-14 12:32:55,8,Sachbearbeiter3
872,Write Notification,2024-11-25 14:17:31,9,Sachbearbeiter1
872,SendNotification,2024-12-03 12:21:11,10,Sachbearbeiter1
873,SendMailToParents,2024-09-17 08:51:08,1,System_2108
873,ReceiveParentsData,2024-09-17 08:51:11,2,System_2109
873,GenerateConfirmationMail,2024-09-19 06:40:24,3,System_4241
873,SendConfirmationMail,2024-09-19 06:40:26,4,System_4242
873,ReviewDocuments,2024-09-25 10:44:20,5,Sachbearbeiter1
873,StoreApplication,2024-10-08 13:01:13,6,Sachbearbeiter3
873,AssessApplication,2024-10-18 14:26:06,7,Sachbearbeiter3
873,WriteRejection,2024-11-01 15:02:24,8,Sachbearbeiter2
873,SendRejection,2024-11-15 13:21:58,9,Sachbearbeiter3
874,SendMailToParents,2024-09-17 08:52:05,1,System_2110
874,ReceiveParentsData,2024-09-17 08:52:09,2,System_2111
874,GenerateConfirmationMail,2024-09-17 11:59:10,3,System_2316
874,SendConfirmationMail,2024-09-17 11:59:12,4,System_2317
874,ReviewDocuments,2024-09-19 10:05:12,5,Sachbearbeiter1
874,StoreApplication,2024-09-26 07:32:47,6,Sachbearbeiter3
874,AssessApplication,2024-10-09 10:16:20,7,Sachbearbeiter1
874,CalculateClaim,2024-10-21 12:08:57,8,Sachbearbeiter1
874,Write Notification,2024-11-05 08:09:03,9,Sachbearbeiter1
874,SendNotification,2024-11-18 12:31:36,10,Sachbearbeiter2
875,SendMailToParents,2024-09-17 08:52:34,1,System_2112
875,ReceiveParentsData,2024-09-17 08:52:37,2,System_2113
875,GenerateConfirmationMail,2024-09-24 05:20:57,3,System_6691
875,SendConfirmationMail,2024-09-24 05:20:58,4,System_6692
875,ReviewDocuments,2024-10-07 10:33:51,5,Sachbearbeiter1
875,RequestResubmission,2024-10-17 13:32:07,6,Sachbearbeiter1
875,ReceiveResubmission,2024-10-17 13:39:35,7,System_7944
875,ReviewDocuments,2024-11-04 12:51:16,8,Sachbearbeiter2
875,RequestResubmission,2024-11-18 08:35:24,9,Sachbearbeiter3
875,ReceiveResubmission,2024-11-18 08:41:22,10,System_8287
875,ReviewDocuments,2024-11-29 14:24:09,11,Sachbearbeiter2
875,RequestResubmission,2024-12-06 09:53:13,12,Sachbearbeiter2
875,ReceiveResubmission,2024-12-06 09:57:57,13,System_8442
875,ReviewDocuments,2024-12-11 10:58:40,14,Sachbearbeiter1
875,StoreApplication,2024-12-12 15:59:37,15,Sachbearbeiter2
875,AssessApplication,2024-12-13 15:26:24,16,Sachbearbeiter1
875,CalculateClaim,2024-12-16 11:57:30,17,Sachbearbeiter2
875,Write Notification,2024-12-17 07:34:20,18,Sachbearbeiter3
875,SendNotification,2024-12-17 09:30:21,19,Sachbearbeiter1
876,GenerateConfirmationMail,2024-09-17 08:55:20,1,System_2115
876,SendConfirmationMail,2024-09-17 08:55:21,2,System_2116
876,ReviewDocuments,2024-09-18 14:11:49,3,Sachbearbeiter2
876,RequestResubmission,2024-09-24 07:47:45,4,Sachbearbeiter2
876,ReceiveResubmission,2024-09-24 07:55:19,5,System_6713
876,ReviewDocuments,2024-10-09 13:44:42,6,Sachbearbeiter3
876,RequestResubmission,2024-10-21 14:53:58,7,Sachbearbeiter2
876,ReceiveResubmission,2024-10-21 15:00:25,8,System_8006
876,ReviewDocuments,2024-11-06 13:41:52,9,Sachbearbeiter2
876,StoreApplication,2024-11-19 12:20:02,10,Sachbearbeiter3
876,AssessApplication,2024-11-28 09:22:02,11,Sachbearbeiter1
876,CalculateClaim,2024-12-05 09:53:41,12,Sachbearbeiter1
876,Write Notification,2024-12-10 10:19:57,13,Sachbearbeiter3
876,SendNotification,2024-12-12 10:36:25,14,Sachbearbeiter2
877,SendMailToParents,2024-09-17 09:03:02,1,System_2117
877,ReceiveParentsData,2024-09-17 09:03:06,2,System_2118
877,GenerateConfirmationMail,2024-09-18 10:29:50,3,System_3329
877,SendConfirmationMail,2024-09-18 10:29:52,4,System_3330
877,ReviewDocuments,2024-09-23 11:13:03,5,Sachbearbeiter3
877,StoreApplication,2024-10-04 09:27:30,6,Sachbearbeiter3
877,AssessApplication,2024-10-16 12:14:11,7,Sachbearbeiter1
877,CalculateClaim,2024-10-30 08:30:28,8,Sachbearbeiter3
877,Write Notification,2024-11-13 13:55:51,9,Sachbearbeiter2
877,SendNotification,2024-11-25 08:30:38,10,Sachbearbeiter2
878,GenerateConfirmationMail,2024-09-17 09:09:33,1,System_2123
878,SendConfirmationMail,2024-09-17 09:09:35,2,System_2124
878,ReviewDocuments,2024-09-18 14:51:05,3,Sachbearbeiter3
878,RequestResubmission,2024-09-24 08:52:54,4,Sachbearbeiter3
878,ReceiveResubmission,2024-09-24 08:57:01,5,System_6724
878,ReviewDocuments,2024-10-14 13:14:25,6,Sachbearbeiter2
878,StoreApplication,2024-10-25 12:00:35,7,Sachbearbeiter3
878,AssessApplication,2024-11-08 14:42:49,8,Sachbearbeiter3
878,CalculateClaim,2024-11-21 09:57:08,9,Sachbearbeiter2
878,Write Notification,2024-11-29 13:18:01,10,Sachbearbeiter2
878,SendNotification,2024-12-06 08:46:46,11,Sachbearbeiter3
879,SendMailToParents,2024-09-17 09:13:19,1,System_2125
879,ReceiveParentsData,2024-09-17 09:13:24,2,System_2127
879,GenerateConfirmationMail,2024-09-24 00:41:32,3,System_6655
879,SendConfirmationMail,2024-09-24 00:41:34,4,System_6656
879,ReviewDocuments,2024-10-07 09:16:26,5,Sachbearbeiter3
879,StoreApplication,2024-10-17 13:07:47,6,Sachbearbeiter1
879,AssessApplication,2024-10-31 09:03:37,7,Sachbearbeiter3
879,CalculateClaim,2024-11-14 12:26:01,8,Sachbearbeiter1
879,Write Notification,2024-11-25 14:14:22,9,Sachbearbeiter1
879,SendNotification,2024-12-03 12:20:30,10,Sachbearbeiter2
880,SendMailToParents,2024-09-17 09:13:23,1,System_2126
880,ReceiveParentsData,2024-09-17 09:13:28,2,System_2128
880,GenerateConfirmationMail,2024-09-18 16:31:02,3,System_3703
880,SendConfirmationMail,2024-09-18 16:31:04,4,System_3704
880,ReviewDocuments,2024-09-24 11:07:18,5,Sachbearbeiter1
880,RequestResubmission,2024-10-07 14:07:38,6,Sachbearbeiter2
880,ReceiveResubmission,2024-10-07 14:12:35,7,System_7454
880,ReviewDocuments,2024-10-21 09:30:43,8,Sachbearbeiter1
880,StoreApplication,2024-11-04 13:40:16,9,Sachbearbeiter1
880,AssessApplication,2024-11-18 09:13:31,10,Sachbearbeiter1
880,CalculateClaim,2024-11-27 09:59:31,11,Sachbearbeiter2
880,Write Notification,2024-12-04 13:51:17,12,Sachbearbeiter3
880,SendNotification,2024-12-10 07:58:02,13,Sachbearbeiter2
881,SendMailToParents,2024-09-17 09:19:18,1,System_2131
881,ReceiveParentsData,2024-09-17 09:19:21,2,System_2132
881,GenerateConfirmationMail,2024-09-21 20:05:05,3,System_6064
881,SendConfirmationMail,2024-09-21 20:05:07,4,System_6065
881,ReviewDocuments,2024-10-02 10:36:28,5,Sachbearbeiter1
881,RequestResubmission,2024-10-15 08:52:30,6,Sachbearbeiter3
881,ReceiveResubmission,2024-10-15 08:57:30,7,System_7800
881,ReviewDocuments,2024-10-31 13:59:58,8,Sachbearbeiter3
881,RequestResubmission,2024-11-14 15:28:10,9,Sachbearbeiter1
881,ReceiveResubmission,2024-11-14 15:35:22,10,System_8251
881,ReviewDocuments,2024-12-06 12:07:15,11,Sachbearbeiter3
881,StoreApplication,2024-12-11 08:21:32,12,Sachbearbeiter1
881,AssessApplication,2024-12-12 14:29:25,13,Sachbearbeiter1
881,CalculateClaim,2024-12-13 14:03:39,14,Sachbearbeiter3
881,Write Notification,2024-12-16 11:00:11,15,Sachbearbeiter2
881,SendNotification,2024-12-16 15:34:07,16,Sachbearbeiter1
882,GenerateConfirmationMail,2024-09-17 09:23:00,1,System_2133
882,SendConfirmationMail,2024-09-17 09:23:01,2,System_2134
882,ReviewDocuments,2024-09-18 15:01:24,3,Sachbearbeiter2
882,StoreApplication,2024-09-24 09:15:32,4,Sachbearbeiter1
882,AssessApplication,2024-10-07 12:34:28,5,Sachbearbeiter3
882,CalculateClaim,2024-10-17 14:19:17,6,Sachbearbeiter1
882,Write Notification,2024-10-31 11:11:18,7,Sachbearbeiter3
882,SendNotification,2024-11-14 14:13:40,8,Sachbearbeiter2
883,SendMailToParents,2024-09-17 09:28:35,1,System_2137
883,ReceiveParentsData,2024-09-17 09:28:38,2,System_2138
883,GenerateConfirmationMail,2024-09-17 13:30:23,3,System_2431
883,SendConfirmationMail,2024-09-17 13:30:25,4,System_2432
883,ReviewDocuments,2024-09-19 12:40:39,5,Sachbearbeiter2
883,RequestResubmission,2024-09-26 11:17:44,6,Sachbearbeiter3
883,ReceiveResubmission,2024-09-26 11:22:21,7,System_6992
883,ReviewDocuments,2024-10-10 14:46:11,8,Sachbearbeiter1
883,StoreApplication,2024-10-23 07:48:15,9,Sachbearbeiter1
883,AssessApplication,2024-11-06 14:17:26,10,Sachbearbeiter2
883,WriteRejection,2024-11-19 12:29:37,11,Sachbearbeiter1
883,SendRejection,2024-11-28 09:30:46,12,Sachbearbeiter1
884,GenerateConfirmationMail,2024-09-17 09:30:23,1,System_2139
884,SendConfirmationMail,2024-09-17 09:30:25,2,System_2140
884,ReviewDocuments,2024-09-18 15:07:24,3,Sachbearbeiter1
884,StoreApplication,2024-09-24 09:31:03,4,Sachbearbeiter2
884,AssessApplication,2024-10-07 12:44:32,5,Sachbearbeiter3
884,CalculateClaim,2024-10-17 14:36:23,6,Sachbearbeiter1
884,Write Notification,2024-10-31 11:25:33,7,Sachbearbeiter1
884,SendNotification,2024-11-14 14:26:44,8,Sachbearbeiter1
885,SendMailToParents,2024-09-17 09:34:26,1,System_2145
885,ReceiveParentsData,2024-09-17 09:34:29,2,System_2146
885,GenerateConfirmationMail,2024-09-18 10:46:22,3,System_3347
885,SendConfirmationMail,2024-09-18 10:46:25,4,System_3348
885,ReviewDocuments,2024-09-23 11:41:32,5,Sachbearbeiter2
885,StoreApplication,2024-10-04 09:40:21,6,Sachbearbeiter3
885,AssessApplication,2024-10-16 12:36:26,7,Sachbearbeiter2
885,CalculateClaim,2024-10-30 08:55:50,8,Sachbearbeiter2
885,Write Notification,2024-11-13 14:10:25,9,Sachbearbeiter1
885,SendNotification,2024-11-25 08:35:21,10,Sachbearbeiter3
886,SendMailToParents,2024-09-17 09:35:56,1,System_2147
886,ReceiveParentsData,2024-09-17 09:35:58,2,System_2148
886,GenerateConfirmationMail,2024-09-19 02:06:55,3,System_4175
886,SendConfirmationMail,2024-09-19 02:06:58,4,System_4176
886,ReviewDocuments,2024-09-25 08:51:54,5,Sachbearbeiter1
886,RequestResubmission,2024-10-08 12:04:16,6,Sachbearbeiter3
886,ReceiveResubmission,2024-10-08 12:09:33,7,System_7511
886,ReviewDocuments,2024-10-21 09:40:23,8,Sachbearbeiter1
886,RequestResubmission,2024-11-04 13:44:58,9,Sachbearbeiter3
886,ReceiveResubmission,2024-11-04 13:51:03,10,System_8120
886,ReviewDocuments,2024-11-19 11:57:41,11,Sachbearbeiter2
886,StoreApplication,2024-11-28 09:05:23,12,Sachbearbeiter3
886,AssessApplication,2024-12-05 09:26:25,13,Sachbearbeiter2
886,WriteRejection,2024-12-10 10:09:49,14,Sachbearbeiter1
886,SendRejection,2024-12-12 10:28:31,15,Sachbearbeiter2
887,GenerateConfirmationMail,2024-09-17 09:41:50,1,System_2152
887,SendConfirmationMail,2024-09-17 09:41:53,2,System_2153
887,ReviewDocuments,2024-09-18 15:20:55,3,Sachbearbeiter2
887,StoreApplication,2024-09-24 09:47:10,4,Sachbearbeiter1
887,AssessApplication,2024-10-07 13:05:00,5,Sachbearbeiter2
887,CalculateClaim,2024-10-17 15:01:59,6,Sachbearbeiter2
887,Write Notification,2024-10-31 11:39:19,7,Sachbearbeiter1
887,SendNotification,2024-11-14 14:36:04,8,Sachbearbeiter1
888,SendMailToParents,2024-09-17 09:43:48,1,System_2154
888,ReceiveParentsData,2024-09-17 09:43:50,2,System_2155
888,GenerateConfirmationMail,2024-09-24 18:57:12,3,System_6779
888,SendConfirmationMail,2024-09-24 18:57:13,4,System_6780
888,ReviewDocuments,2024-10-08 08:51:29,5,Sachbearbeiter1
888,RequestResubmission,2024-10-18 11:09:10,6,Sachbearbeiter2
888,ReceiveResubmission,2024-10-18 11:15:12,7,System_7963
888,ReviewDocuments,2024-11-13 13:22:57,8,Sachbearbeiter2
888,StoreApplication,2024-11-25 08:16:41,9,Sachbearbeiter3
888,AssessApplication,2024-12-03 08:41:24,10,Sachbearbeiter3
888,WriteRejection,2024-12-09 09:04:51,11,Sachbearbeiter3
888,SendRejection,2024-12-11 12:39:55,12,Sachbearbeiter3
889,SendMailToParents,2024-09-17 09:47:04,1,System_2158
889,ReceiveParentsData,2024-09-17 09:47:06,2,System_2159
889,GenerateConfirmationMail,2024-09-22 19:50:08,3,System_6348
889,SendConfirmationMail,2024-09-22 19:50:11,4,System_6349
889,ReviewDocuments,2024-10-03 10:02:45,5,Sachbearbeiter3
889,RequestResubmission,2024-10-15 13:02:58,6,Sachbearbeiter3
889,ReceiveResubmission,2024-10-15 13:09:23,7,System_7868
889,ReviewDocuments,2024-11-04 08:51:31,8,Sachbearbeiter2
889,StoreApplication,2024-11-15 15:36:10,9,Sachbearbeiter3
889,AssessApplication,2024-11-26 13:44:47,10,Sachbearbeiter2
889,CalculateClaim,2024-12-04 10:13:50,11,Sachbearbeiter3
889,Write Notification,2024-12-09 14:14:10,12,Sachbearbeiter1
889,SendNotification,2024-12-11 15:27:41,13,Sachbearbeiter3
890,GenerateConfirmationMail,2024-09-17 09:49:01,1,System_2160
890,SendConfirmationMail,2024-09-17 09:49:02,2,System_2161
890,ReviewDocuments,2024-09-18 15:31:09,3,Sachbearbeiter2
890,RequestResubmission,2024-09-24 09:51:26,4,Sachbearbeiter1
890,ReceiveResubmission,2024-09-24 09:56:53,5,System_6731
890,ReviewDocuments,2024-10-08 13:14:09,6,Sachbearbeiter1
890,StoreApplication,2024-10-18 14:50:09,7,Sachbearbeiter3
890,AssessApplication,2024-11-01 15:21:56,8,Sachbearbeiter2
890,CalculateClaim,2024-11-15 13:29:25,9,Sachbearbeiter2
890,Write Notification,2024-11-26 12:17:04,10,Sachbearbeiter2
890,SendNotification,2024-12-04 08:18:05,11,Sachbearbeiter2
891,SendMailToParents,2024-09-17 09:51:02,1,System_2162
891,ReceiveParentsData,2024-09-17 09:51:06,2,System_2163
891,GenerateConfirmationMail,2024-09-17 21:30:36,3,System_2895
891,SendConfirmationMail,2024-09-17 21:30:38,4,System_2896
891,ReviewDocuments,2024-09-20 10:33:38,5,Sachbearbeiter3
891,StoreApplication,2024-09-30 12:09:46,6,Sachbearbeiter2
891,AssessApplication,2024-10-11 14:54:24,7,Sachbearbeiter3
891,CalculateClaim,2024-10-24 07:56:44,8,Sachbearbeiter2
891,Write Notification,2024-11-07 15:02:17,9,Sachbearbeiter2
891,SendNotification,2024-11-20 11:55:44,10,Sachbearbeiter2
892,GenerateConfirmationMail,2024-09-17 09:53:26,1,System_2165
892,SendConfirmationMail,2024-09-17 09:53:28,2,System_2166
892,ReviewDocuments,2024-09-18 15:32:13,3,Sachbearbeiter3
892,StoreApplication,2024-09-24 09:56:06,4,Sachbearbeiter2
892,AssessApplication,2024-10-07 13:17:09,5,Sachbearbeiter1
892,CalculateClaim,2024-10-17 15:10:21,6,Sachbearbeiter3
892,Write Notification,2024-10-31 11:45:03,7,Sachbearbeiter1
892,SendNotification,2024-11-14 14:37:44,8,Sachbearbeiter3
893,SendMailToParents,2024-09-17 09:53:54,1,System_2167
893,ReceiveParentsData,2024-09-17 09:53:57,2,System_2168
893,GenerateConfirmationMail,2024-09-23 16:55:46,3,System_6563
893,SendConfirmationMail,2024-09-23 16:55:49,4,System_6564
893,ReviewDocuments,2024-10-04 14:56:51,5,Sachbearbeiter2
893,RequestResubmission,2024-10-17 09:41:04,6,Sachbearbeiter2
893,ReceiveResubmission,2024-10-17 09:48:59,7,System_7911
893,ReviewDocuments,2024-11-06 07:34:03,8,Sachbearbeiter1
893,StoreApplication,2024-11-19 09:39:32,9,Sachbearbeiter1
893,AssessApplication,2024-11-27 15:58:19,10,Sachbearbeiter2
893,CalculateClaim,2024-12-05 08:42:33,11,Sachbearbeiter3
893,Write Notification,2024-12-10 09:51:53,12,Sachbearbeiter3
893,SendNotification,2024-12-12 10:15:28,13,Sachbearbeiter1
894,SendMailToParents,2024-09-17 09:54:12,1,System_2169
894,ReceiveParentsData,2024-09-17 09:54:16,2,System_2170
894,GenerateConfirmationMail,2024-09-22 05:00:06,3,System_6172
894,SendConfirmationMail,2024-09-22 05:00:09,4,System_6173
894,ReviewDocuments,2024-10-02 13:41:30,5,Sachbearbeiter2
894,RequestResubmission,2024-10-15 10:11:21,6,Sachbearbeiter2
894,ReceiveResubmission,2024-10-15 10:15:54,7,System_7827
894,ReviewDocuments,2024-10-29 12:04:42,8,Sachbearbeiter3
894,RequestResubmission,2024-11-13 10:41:39,9,Sachbearbeiter3
894,ReceiveResubmission,2024-11-13 10:47:11,10,System_8211
894,ReviewDocuments,2024-11-26 08:33:47,11,Sachbearbeiter1
894,StoreApplication,2024-12-03 14:54:58,12,Sachbearbeiter1
894,AssessApplication,2024-12-09 11:47:37,13,Sachbearbeiter2
894,CalculateClaim,2024-12-11 14:29:06,14,Sachbearbeiter2
894,Write Notification,2024-12-13 09:27:05,15,Sachbearbeiter3
894,SendNotification,2024-12-16 08:14:03,16,Sachbearbeiter3
895,SendMailToParents,2024-09-17 09:56:07,1,System_2171
895,ReceiveParentsData,2024-09-17 09:56:11,2,System_2172
895,GenerateConfirmationMail,2024-09-23 01:07:46,3,System_6390
895,SendConfirmationMail,2024-09-23 01:07:48,4,System_6391
895,ReviewDocuments,2024-10-03 11:19:36,5,Sachbearbeiter3
895,RequestResubmission,2024-10-15 13:40:46,6,Sachbearbeiter1
895,ReceiveResubmission,2024-10-15 13:45:38,7,System_7879
895,ReviewDocuments,2024-11-04 11:32:23,8,Sachbearbeiter2
895,StoreApplication,2024-11-18 08:08:27,9,Sachbearbeiter3
895,AssessApplication,2024-11-27 08:39:45,10,Sachbearbeiter1
895,WriteRejection,2024-12-04 12:54:50,11,Sachbearbeiter2
895,SendRejection,2024-12-10 07:41:17,12,Sachbearbeiter2
896,SendMailToParents,2024-09-17 09:58:57,1,System_2174
896,ReceiveParentsData,2024-09-17 09:59:01,2,System_2175
896,GenerateConfirmationMail,2024-09-23 21:43:37,3,System_6629
