case_id,activity,enable_time,start_time,end_time,resource
1056,ReviewDocuments,2024-10-08 03:44:20.859726+00:00,2024-10-18 09:49:41.051015+00:00,2024-10-18 09:59:24.105355+00:00,Sachbearbeiter3
281,AssessApplication,2024-10-08 07:30:46.402801+00:00,2024-10-18 09:50:14.807042+00:00,2024-10-18 09:58:31.879660+00:00,Sachbearbeiter2
1245,AssessApplication,2024-10-08 07:32:40.271484+00:00,2024-10-18 09:51:19.471921+00:00,2024-10-18 10:03:36.285654+00:00,Sachbearbeiter1
522,ReceiveResubmission,2024-10-08 07:33:05.083858+00:00,2024-10-08 07:33:05.083858+00:00,2024-10-23 23:14:35.593776+00:00,System_7484
1500,ReceiveResubmission,2024-10-08 07:33:21.127257+00:00,2024-10-08 07:33:21.127257+00:00,2024-10-09 17:58:15.849963+00:00,System_7485
1122,ReceiveResubmission,2024-10-08 07:40:02.813674+00:00,2024-10-08 07:40:02.813674+00:00,2024-10-18 12:51:02.747944+00:00,System_7486
1434,StoreApplication,2024-10-08 07:41:12.364685+00:00,2024-10-18 09:58:31.879660+00:00,2024-10-18 10:00:01.607255+00:00,Sachbearbeiter2
1774,RequestResubmission,2024-10-08 07:41:20.432445+00:00,2024-10-18 09:59:24.105355+00:00,2024-10-18 10:04:57.086946+00:00,Sachbearbeiter3
1509,AssessApplication,2024-10-08 07:42:25.427802+00:00,2024-10-18 10:00:01.607255+00:00,2024-10-18 10:18:08.533261+00:00,Sachbearbeiter2
1512,AssessApplication,2024-10-08 07:43:39.837642+00:00,2024-10-18 10:03:36.285654+00:00,2024-10-18 10:11:21.048129+00:00,Sachbearbeiter1
1136,ReceiveResubmission,2024-10-08 07:45:58.626087+00:00,2024-10-08 07:45:58.626087+00:00,2024-10-09 01:41:28.023871+00:00,System_7487
424,AssessApplication,2024-10-08 07:48:09.982145+00:00,2024-10-18 10:04:57.086946+00:00,2024-10-18 10:16:11.773346+00:00,Sachbearbeiter3
1200,ReceiveResubmission,2024-10-08 07:49:10.975907+00:00,2024-10-08 07:49:10.975907+00:00,2024-10-11 16:44:59.163431+00:00,System_7488
1412,AssessApplication,2024-10-08 07:50:10.379230+00:00,2024-10-18 10:11:21.048129+00:00,2024-10-18 10:16:42.441211+00:00,Sachbearbeiter1
2,ReceiveResubmission,2024-10-08 07:50:32.236132+00:00,2024-10-08 07:50:32.236132+00:00,2024-10-12 07:07:06.800023+00:00,System_7489
1520,AssessApplication,2024-10-08 07:50:51.108996+00:00,2024-10-18 10:16:11.773346+00:00,2024-10-18 10:21:51.588285+00:00,Sachbearbeiter3
709,ReceiveResubmission,2024-10-08 07:55:26.201730+00:00,2024-10-08 07:55:26.201730+00:00,2024-10-10 20:42:51.354910+00:00,System_7490
1353,ReceiveResubmission,2024-10-08 07:58:14.420478+00:00,2024-10-08 07:58:14.420478+00:00,2024-10-09 07:44:10.233404+00:00,System_7491
683,StoreApplication,2024-10-08 07:59:54.878947+00:00,2024-10-18 10:16:42.441211+00:00,2024-10-18 10:18:55.109244+00:00,Sachbearbeiter1
1523,AssessApplication,2024-10-08 08:01:29.467354+00:00,2024-10-18 10:18:08.533261+00:00,2024-10-18 10:23:23.103734+00:00,Sachbearbeiter2
1146,ReceiveResubmission,2024-10-08 08:02:03.799983+00:00,2024-10-08 08:02:03.799983+00:00,2024-10-08 12:29:17.588021+00:00,System_7492
138,ReceiveResubmission,2024-10-08 08:06:45.876709+00:00,2024-10-08 08:06:45.876709+00:00,2024-10-09 16:22:59.670488+00:00,System_7493
931,AssessApplication,2024-10-08 08:09:00.060235+00:00,2024-10-18 10:18:55.109244+00:00,2024-10-18 10:24:29.878475+00:00,Sachbearbeiter1
1525,ReceiveResubmission,2024-10-08 08:09:24.127791+00:00,2024-10-08 08:09:24.127791+00:00,2024-10-11 07:23:06.473599+00:00,System_7494
869,StoreApplication,2024-10-08 08:09:59.187023+00:00,2024-10-18 10:21:51.588285+00:00,2024-10-18 10:23:46.804682+00:00,Sachbearbeiter3
1232,AssessApplication,2024-10-08 08:11:22.506555+00:00,2024-10-18 10:23:23.103734+00:00,2024-10-18 10:34:23.757690+00:00,Sachbearbeiter2
367,AssessApplication,2024-10-08 08:12:15.821106+00:00,2024-10-18 10:23:46.804682+00:00,2024-10-18 10:29:25.998560+00:00,Sachbearbeiter3
857,AssessApplication,2024-10-08 08:14:17.775286+00:00,2024-10-18 10:24:29.878475+00:00,2024-10-18 10:39:32.721130+00:00,Sachbearbeiter1
479,ReceiveResubmission,2024-10-08 08:16:43.192481+00:00,2024-10-08 08:16:43.192481+00:00,2024-10-11 01:23:39.694073+00:00,System_7495
1269,ReceiveResubmission,2024-10-08 08:18:37.879951+00:00,2024-10-08 08:18:37.879951+00:00,2024-10-08 16:27:20.796523+00:00,System_7496
1038,RequestResubmission,2024-10-08 08:20:45.387077+00:00,2024-10-18 10:29:25.998560+00:00,2024-10-18 10:34:14.234721+00:00,Sachbearbeiter3
1058,AssessApplication,2024-10-08 08:20:49.478590+00:00,2024-10-18 10:34:14.234721+00:00,2024-10-18 10:44:56.588584+00:00,Sachbearbeiter3
160,AssessApplication,2024-10-08 08:22:53.232408+00:00,2024-10-18 10:34:23.757690+00:00,2024-10-18 10:52:34.981134+00:00,Sachbearbeiter2
1117,AssessApplication,2024-10-08 08:23:05.837243+00:00,2024-10-18 10:39:32.721130+00:00,2024-10-18 10:52:06.265688+00:00,Sachbearbeiter1
592,StoreApplication,2024-10-08 08:27:31.722618+00:00,2024-10-18 10:44:56.588584+00:00,2024-10-18 10:46:28.432934+00:00,Sachbearbeiter3
607,ReceiveResubmission,2024-10-08 08:28:49.661183+00:00,2024-10-08 08:28:49.661183+00:00,2024-10-24 02:11:27.859173+00:00,System_7497
1131,AssessApplication,2024-10-08 08:31:17.604596+00:00,2024-10-18 10:46:28.432934+00:00,2024-10-18 10:57:06.978010+00:00,Sachbearbeiter3
1908,RequestResubmission,2024-10-08 08:32:40.747504+00:00,2024-10-18 10:52:06.265688+00:00,2024-10-18 10:58:37.759922+00:00,Sachbearbeiter1
1546,AssessApplication,2024-10-08 08:33:18.543252+00:00,2024-10-18 10:52:34.981134+00:00,2024-10-18 11:09:10.434775+00:00,Sachbearbeiter2
254,StoreApplication,2024-10-08 08:36:05.618015+00:00,2024-10-18 10:57:06.978010+00:00,2024-10-18 10:59:38.668591+00:00,Sachbearbeiter3
1638,RequestResubmission,2024-10-08 08:41:35.608451+00:00,2024-10-18 10:58:37.759922+00:00,2024-10-18 11:05:23.808820+00:00,Sachbearbeiter1
1043,RequestResubmission,2024-10-08 08:42:11.540192+00:00,2024-10-18 10:59:38.668591+00:00,2024-10-18 11:06:12.215588+00:00,Sachbearbeiter3
13,StoreApplication,2024-10-08 08:44:26.748281+00:00,2024-10-18 11:05:23.808820+00:00,2024-10-18 11:07:03.913963+00:00,Sachbearbeiter1
1680,StoreApplication,2024-10-08 08:51:26.806521+00:00,2024-10-18 11:06:12.215588+00:00,2024-10-18 11:07:42.507791+00:00,Sachbearbeiter3
1967,RequestResubmission,2024-10-08 08:51:29.789830+00:00,2024-10-18 11:07:03.913963+00:00,2024-10-18 11:11:23.397922+00:00,Sachbearbeiter1
610,RequestResubmission,2024-10-08 08:53:51.019591+00:00,2024-10-18 11:07:42.507791+00:00,2024-10-18 11:11:43.333615+00:00,Sachbearbeiter3
888,RequestResubmission,2024-10-08 09:00:01.925028+00:00,2024-10-18 11:09:10.434775+00:00,2024-10-18 11:15:12.304097+00:00,Sachbearbeiter2
1474,StoreApplication,2024-10-08 09:00:47.245327+00:00,2024-10-18 11:11:23.397922+00:00,2024-10-18 11:13:42.627630+00:00,Sachbearbeiter1
572,RequestResubmission,2024-10-08 09:02:22.572585+00:00,2024-10-18 11:11:43.333615+00:00,2024-10-18 11:17:48.073037+00:00,Sachbearbeiter3
573,RequestResubmission,2024-10-08 09:10:46.001477+00:00,2024-10-18 11:13:42.627630+00:00,2024-10-18 11:19:33.801712+00:00,Sachbearbeiter1
1427,RequestResubmission,2024-10-08 09:11:33.405857+00:00,2024-10-18 11:15:12.304097+00:00,2024-10-18 11:20:38.398028+00:00,Sachbearbeiter2
534,StoreApplication,2024-10-08 09:13:49.638596+00:00,2024-10-18 11:17:48.073037+00:00,2024-10-18 11:18:54.376343+00:00,Sachbearbeiter3
633,RequestResubmission,2024-10-08 09:21:21.499681+00:00,2024-10-18 11:18:54.376343+00:00,2024-10-18 11:25:36.073570+00:00,Sachbearbeiter3
10,RequestResubmission,2024-10-08 09:22:05.199261+00:00,2024-10-18 11:19:33.801712+00:00,2024-10-18 11:24:03.433624+00:00,Sachbearbeiter1
1633,StoreApplication,2024-10-08 09:22:11.999656+00:00,2024-10-18 11:20:38.398028+00:00,2024-10-18 11:22:28.569277+00:00,Sachbearbeiter2
1263,StoreApplication,2024-10-08 09:29:28.637474+00:00,2024-10-18 11:22:28.569277+00:00,2024-10-18 11:24:19.079444+00:00,Sachbearbeiter2
727,RequestResubmission,2024-10-08 09:31:31.318856+00:00,2024-10-18 11:24:03.433624+00:00,2024-10-18 11:28:35.121139+00:00,Sachbearbeiter1
1974,RequestResubmission,2024-10-08 09:32:06.177040+00:00,2024-10-18 11:24:19.079444+00:00,2024-10-18 11:30:02.944709+00:00,Sachbearbeiter2
1856,StoreApplication,2024-10-08 09:36:28.436631+00:00,2024-10-18 11:25:36.073570+00:00,2024-10-18 11:27:53.286914+00:00,Sachbearbeiter3
1244,ReviewDocuments,2024-10-08 09:39:28.720796+00:00,2024-10-18 11:27:53.286914+00:00,2024-10-18 11:41:18.308408+00:00,Sachbearbeiter3
771,StoreApplication,2024-10-08 09:41:00.347200+00:00,2024-10-18 11:28:35.121139+00:00,2024-10-18 11:30:59.729914+00:00,Sachbearbeiter1
706,StoreApplication,2024-10-08 09:42:58.360898+00:00,2024-10-18 11:30:02.944709+00:00,2024-10-18 11:32:12.736577+00:00,Sachbearbeiter2
1843,StoreApplication,2024-10-08 09:47:31.392218+00:00,2024-10-18 11:30:59.729914+00:00,2024-10-18 11:33:17.346101+00:00,Sachbearbeiter1
1708,RequestResubmission,2024-10-08 09:51:12.644243+00:00,2024-10-18 11:32:12.736577+00:00,2024-10-18 11:39:34.315738+00:00,Sachbearbeiter2
1306,StoreApplication,2024-10-08 09:54:55.843292+00:00,2024-10-18 11:33:17.346101+00:00,2024-10-18 11:36:41.633813+00:00,Sachbearbeiter1
605,StoreApplication,2024-10-08 09:58:28.160091+00:00,2024-10-18 11:36:41.633813+00:00,2024-10-18 11:38:23.107691+00:00,Sachbearbeiter1
1560,StoreApplication,2024-10-08 09:59:14.232914+00:00,2024-10-18 11:38:23.107691+00:00,2024-10-18 11:40:16.635462+00:00,Sachbearbeiter1
999,ReviewDocuments,2024-10-08 10:02:22.059850+00:00,2024-10-18 11:39:34.315738+00:00,2024-10-18 11:48:39.217099+00:00,Sachbearbeiter2
1413,StoreApplication,2024-10-08 10:06:11.011738+00:00,2024-10-18 11:40:16.635462+00:00,2024-10-18 11:42:01.437197+00:00,Sachbearbeiter1
1151,RequestResubmission,2024-10-08 10:07:49.950956+00:00,2024-10-18 11:41:18.308408+00:00,2024-10-18 11:45:38.688417+00:00,Sachbearbeiter3
942,RequestResubmission,2024-10-08 10:07:50.188696+00:00,2024-10-18 11:42:01.437197+00:00,2024-10-18 11:47:24.494629+00:00,Sachbearbeiter1
1291,StoreApplication,2024-10-08 10:18:10.796628+00:00,2024-10-18 11:45:38.688417+00:00,2024-10-18 11:48:06.665680+00:00,Sachbearbeiter3
1564,StoreApplication,2024-10-08 10:19:05.094717+00:00,2024-10-18 11:47:24.494629+00:00,2024-10-18 11:49:07.082271+00:00,Sachbearbeiter1
899,RequestResubmission,2024-10-08 10:19:15.747662+00:00,2024-10-18 11:48:06.665680+00:00,2024-10-18 11:55:05.895663+00:00,Sachbearbeiter3
510,RequestResubmission,2024-10-08 10:24:25.476744+00:00,2024-10-18 11:48:39.217099+00:00,2024-10-18 11:53:37.449538+00:00,Sachbearbeiter2
786,StoreApplication,2024-10-08 10:27:55.556123+00:00,2024-10-18 11:49:07.082271+00:00,2024-10-18 11:50:34.502658+00:00,Sachbearbeiter1
1832,RequestResubmission,2024-10-08 10:29:57.555980+00:00,2024-10-18 11:50:34.502658+00:00,2024-10-18 11:57:36.343221+00:00,Sachbearbeiter1
1662,StoreApplication,2024-10-08 10:34:14.694362+00:00,2024-10-18 11:53:37.449538+00:00,2024-10-18 11:56:11.602233+00:00,Sachbearbeiter2
1618,RequestResubmission,2024-10-08 10:40:20.781991+00:00,2024-10-18 11:55:05.895663+00:00,2024-10-18 12:00:00.301537+00:00,Sachbearbeiter3
949,RequestResubmission,2024-10-08 10:40:56.554959+00:00,2024-10-18 11:56:11.602233+00:00,2024-10-18 12:01:51.253338+00:00,Sachbearbeiter2
1418,StoreApplication,2024-10-08 10:44:04.794655+00:00,2024-10-18 11:57:36.343221+00:00,2024-10-18 12:00:09.809464+00:00,Sachbearbeiter1
1491,StoreApplication,2024-10-08 10:49:42.750612+00:00,2024-10-18 12:00:00.301537+00:00,2024-10-18 12:01:35.706395+00:00,Sachbearbeiter3
32,StoreApplication,2024-10-08 10:53:13.428739+00:00,2024-10-18 12:00:09.809464+00:00,2024-10-18 12:02:47.574239+00:00,Sachbearbeiter1
855,ReviewDocuments,2024-10-08 10:54:20.598318+00:00,2024-10-18 12:01:35.706395+00:00,2024-10-18 12:07:38.389057+00:00,Sachbearbeiter3
1853,StoreApplication,2024-10-08 10:55:39.463001+00:00,2024-10-18 12:01:51.253338+00:00,2024-10-18 12:04:00.811234+00:00,Sachbearbeiter2
917,RequestResubmission,2024-10-08 10:57:31.695630+00:00,2024-10-18 12:02:47.574239+00:00,2024-10-18 12:07:55.814853+00:00,Sachbearbeiter1
1284,RequestResubmission,2024-10-08 11:01:40.062213+00:00,2024-10-18 12:04:00.811234+00:00,2024-10-18 12:09:40.204028+00:00,Sachbearbeiter2
389,ReviewDocuments,2024-10-08 11:02:09.310739+00:00,2024-10-18 12:07:38.389057+00:00,2024-10-18 12:19:01.222069+00:00,Sachbearbeiter3
919,StoreApplication,2024-10-08 11:04:14.405093+00:00,2024-10-18 12:07:55.814853+00:00,2024-10-18 12:09:29.767789+00:00,Sachbearbeiter1
513,StoreApplication,2024-10-08 11:06:07.335432+00:00,2024-10-18 12:09:29.767789+00:00,2024-10-18 12:12:12.599448+00:00,Sachbearbeiter1
686,StoreApplication,2024-10-08 11:10:38.290171+00:00,2024-10-18 12:09:40.204028+00:00,2024-10-18 12:12:15.702986+00:00,Sachbearbeiter2
1872,RequestResubmission,2024-10-08 11:13:37.445994+00:00,2024-10-18 12:12:12.599448+00:00,2024-10-18 12:16:25.363157+00:00,Sachbearbeiter1
1691,StoreApplication,2024-10-08 11:16:30.063112+00:00,2024-10-18 12:12:15.702986+00:00,2024-10-18 12:14:32.807456+00:00,Sachbearbeiter2
1650,StoreApplication,2024-10-08 11:17:16.437876+00:00,2024-10-18 12:14:32.807456+00:00,2024-10-18 12:16:48.304687+00:00,Sachbearbeiter2
829,StoreApplication,2024-10-08 11:23:37.136647+00:00,2024-10-18 12:16:25.363157+00:00,2024-10-18 12:19:02.583682+00:00,Sachbearbeiter1
739,AssessApplication,2024-10-08 11:25:25.185627+00:00,2024-10-18 12:16:48.304687+00:00,2024-10-18 12:28:42.320636+00:00,Sachbearbeiter2
746,StoreApplication,2024-10-08 11:26:21.104993+00:00,2024-10-18 12:19:01.222069+00:00,2024-10-18 12:20:12.064963+00:00,Sachbearbeiter3
4,StoreApplication,2024-10-08 11:30:49.832921+00:00,2024-10-18 12:19:02.583682+00:00,2024-10-18 12:21:28.011430+00:00,Sachbearbeiter1
1549,ReceiveResubmission,2024-10-08 11:31:20.242435+00:00,2024-10-08 11:31:20.242435+00:00,2024-10-09 03:23:30.564538+00:00,System_7498
394,ReceiveResubmission,2024-10-08 11:31:42.327118+00:00,2024-10-08 11:31:42.327118+00:00,2024-10-10 22:17:53.941818+00:00,System_7499
587,AssessApplication,2024-10-08 11:33:36.150218+00:00,2024-10-18 12:20:12.064963+00:00,2024-10-18 12:38:13.139150+00:00,Sachbearbeiter3
1550,ReceiveResubmission,2024-10-08 11:35:35.837190+00:00,2024-10-08 11:35:35.837190+00:00,2024-10-13 02:27:07.716395+00:00,System_7500
1553,ReceiveResubmission,2024-10-08 11:36:42.305392+00:00,2024-10-08 11:36:42.305392+00:00,2024-10-14 19:31:35.601738+00:00,System_7501
1010,AssessApplication,2024-10-08 11:38:04.855233+00:00,2024-10-18 12:21:28.011430+00:00,2024-10-18 12:27:39.543547+00:00,Sachbearbeiter1
695,AssessApplication,2024-10-08 11:39:46.268347+00:00,2024-10-18 12:27:39.543547+00:00,2024-10-18 12:37:44.613215+00:00,Sachbearbeiter1
1555,ReceiveResubmission,2024-10-08 11:40:08.531291+00:00,2024-10-08 11:40:08.531291+00:00,2024-10-22 17:35:08.989412+00:00,System_7502
1556,ReceiveResubmission,2024-10-08 11:40:46.581479+00:00,2024-10-08 11:40:46.581479+00:00,2024-10-12 22:08:49.554789+00:00,System_7503
1248,AssessApplication,2024-10-08 11:42:56.995991+00:00,2024-10-18 12:28:42.320636+00:00,2024-10-18 12:40:15.364273+00:00,Sachbearbeiter2
672,ReceiveResubmission,2024-10-08 11:44:13.324785+00:00,2024-10-08 11:44:13.324785+00:00,2024-10-25 23:53:54.836572+00:00,System_7504
1494,ReceiveResubmission,2024-10-08 11:47:19.502221+00:00,2024-10-08 11:47:19.502221+00:00,2024-10-10 05:07:04.790947+00:00,System_7505
1381,ReceiveResubmission,2024-10-08 11:48:47.001923+00:00,2024-10-08 11:48:47.001923+00:00,2024-10-14 18:35:59.630622+00:00,System_7506
676,RequestResubmission,2024-10-08 11:49:28.908492+00:00,2024-10-18 12:37:44.613215+00:00,2024-10-18 12:42:48.873025+00:00,Sachbearbeiter1
301,AssessApplication,2024-10-08 11:50:34.869978+00:00,2024-10-18 12:38:13.139150+00:00,2024-10-18 12:46:42.823005+00:00,Sachbearbeiter3
1225,AssessApplication,2024-10-08 11:50:37.381082+00:00,2024-10-18 12:40:15.364273+00:00,2024-10-18 12:50:59.916829+00:00,Sachbearbeiter2
1373,AssessApplication,2024-10-08 11:51:24.674371+00:00,2024-10-18 12:42:48.873025+00:00,2024-10-18 12:56:41.668823+00:00,Sachbearbeiter1
1393,AssessApplication,2024-10-08 11:53:19.349358+00:00,2024-10-18 12:46:42.823005+00:00,2024-10-18 12:52:27.007749+00:00,Sachbearbeiter3
1480,ReceiveResubmission,2024-10-08 11:57:00.247172+00:00,2024-10-08 11:57:00.247172+00:00,2024-10-14 11:41:01.659869+00:00,System_7507
622,ReceiveResubmission,2024-10-08 11:57:21.264868+00:00,2024-10-08 11:57:21.264868+00:00,2024-10-09 13:45:24.451224+00:00,System_7508
1878,StoreApplication,2024-10-08 11:59:23.248992+00:00,2024-10-18 12:50:59.916829+00:00,2024-10-18 12:54:06.082043+00:00,Sachbearbeiter2
1251,AssessApplication,2024-10-08 11:59:36.345916+00:00,2024-10-18 12:52:27.007749+00:00,2024-10-18 12:59:37.235301+00:00,Sachbearbeiter3
1115,AssessApplication,2024-10-08 12:01:36.230832+00:00,2024-10-18 12:54:06.082043+00:00,2024-10-18 13:12:05.484502+00:00,Sachbearbeiter2
1197,AssessApplication,2024-10-08 12:01:51.325853+00:00,2024-10-18 12:56:41.668823+00:00,2024-10-18 13:05:47.667462+00:00,Sachbearbeiter1
1155,AssessApplication,2024-10-08 12:02:56.205350+00:00,2024-10-18 12:59:37.235301+00:00,2024-10-18 13:07:45.860786+00:00,Sachbearbeiter3
731,AssessApplication,2024-10-08 12:04:16.619514+00:00,2024-10-18 13:05:47.667462+00:00,2024-10-18 13:25:16.865855+00:00,Sachbearbeiter1
434,ReceiveResubmission,2024-10-08 12:04:39.096234+00:00,2024-10-08 12:04:39.096234+00:00,2024-10-09 07:43:51.550775+00:00,System_7509
1236,ReceiveResubmission,2024-10-08 12:07:14.520871+00:00,2024-10-08 12:07:14.520871+00:00,2024-10-09 17:38:12.084024+00:00,System_7510
1300,AssessApplication,2024-10-08 12:09:08.744183+00:00,2024-10-18 13:07:45.860786+00:00,2024-10-18 13:17:53.924789+00:00,Sachbearbeiter3
886,ReceiveResubmission,2024-10-08 12:09:33.332153+00:00,2024-10-08 12:09:33.332153+00:00,2024-10-09 03:04:24.001253+00:00,System_7511
1773,RequestResubmission,2024-10-08 12:12:27.594881+00:00,2024-10-18 13:12:05.484502+00:00,2024-10-18 13:16:49.205505+00:00,Sachbearbeiter2
327,ReceiveResubmission,2024-10-08 12:13:10.793344+00:00,2024-10-08 12:13:10.793344+00:00,2024-10-12 12:52:18.171110+00:00,System_7512
132,AssessApplication,2024-10-08 12:14:10.744288+00:00,2024-10-18 13:16:49.205505+00:00,2024-10-18 13:26:31.124418+00:00,Sachbearbeiter2
1066,ReceiveResubmission,2024-10-08 12:14:30.083087+00:00,2024-10-08 12:14:30.083087+00:00,2024-10-17 22:49:40.792556+00:00,System_7513
1297,AssessApplication,2024-10-08 12:16:37.993483+00:00,2024-10-18 13:17:53.924789+00:00,2024-10-18 13:26:49.990746+00:00,Sachbearbeiter3
1527,ReceiveResubmission,2024-10-08 12:18:06.226077+00:00,2024-10-08 12:18:06.226077+00:00,2024-10-20 06:45:17.439369+00:00,System_7514
1063,ReceiveResubmission,2024-10-08 12:21:51.657649+00:00,2024-10-08 12:21:51.657649+00:00,2024-10-10 08:41:15.306566+00:00,System_7515
1190,AssessApplication,2024-10-08 12:23:27.875110+00:00,2024-10-18 13:25:16.865855+00:00,2024-10-18 13:33:52.774647+00:00,Sachbearbeiter1
205,ReceiveResubmission,2024-10-08 12:25:45.043895+00:00,2024-10-08 12:25:45.043895+00:00,2024-10-15 11:25:07.883087+00:00,System_7516
1836,RequestResubmission,2024-10-08 12:26:57.796257+00:00,2024-10-18 13:26:31.124418+00:00,2024-10-18 13:32:05.572534+00:00,Sachbearbeiter2
563,AssessApplication,2024-10-08 12:27:27.251927+00:00,2024-10-18 13:26:49.990746+00:00,2024-10-18 13:35:45.245659+00:00,Sachbearbeiter3
244,AssessApplication,2024-10-08 12:28:58.379759+00:00,2024-10-18 13:32:05.572534+00:00,2024-10-18 13:40:05.030242+00:00,Sachbearbeiter2
1146,ReviewDocuments,2024-10-08 12:29:17.588021+00:00,2024-10-18 13:33:52.774647+00:00,2024-10-18 13:42:37.559929+00:00,Sachbearbeiter1
1292,AssessApplication,2024-10-08 12:29:26.483081+00:00,2024-10-18 13:35:45.245659+00:00,2024-10-18 13:44:43.513914+00:00,Sachbearbeiter3
1152,ReceiveResubmission,2024-10-08 12:29:56.897467+00:00,2024-10-08 12:29:56.897467+00:00,2024-10-16 17:49:55.488005+00:00,System_7517
175,AssessApplication,2024-10-08 12:30:53.579703+00:00,2024-10-18 13:40:05.030242+00:00,2024-10-18 13:48:47.953768+00:00,Sachbearbeiter2
347,AssessApplication,2024-10-08 12:32:35.755324+00:00,2024-10-18 13:42:37.559929+00:00,2024-10-18 13:53:20.611861+00:00,Sachbearbeiter1
832,ReceiveResubmission,2024-10-08 12:33:28.337468+00:00,2024-10-08 12:33:28.337468+00:00,2024-10-13 04:13:53.116787+00:00,System_7518
1558,AssessApplication,2024-10-08 12:35:45.031403+00:00,2024-10-18 13:44:43.513914+00:00,2024-10-18 13:53:24.505649+00:00,Sachbearbeiter3
943,ReceiveResubmission,2024-10-08 12:37:16.197389+00:00,2024-10-08 12:37:16.197389+00:00,2024-10-08 15:24:51.150565+00:00,System_7519
781,AssessApplication,2024-10-08 12:37:53.860707+00:00,2024-10-18 13:48:47.953768+00:00,2024-10-18 14:04:13.717672+00:00,Sachbearbeiter2
298,StoreApplication,2024-10-08 12:38:57.234411+00:00,2024-10-18 13:53:20.611861+00:00,2024-10-18 13:54:52.154218+00:00,Sachbearbeiter1
1323,AssessApplication,2024-10-08 12:40:46.376553+00:00,2024-10-18 13:53:24.505649+00:00,2024-10-18 14:08:12.930698+00:00,Sachbearbeiter3
811,ReceiveResubmission,2024-10-08 12:42:17.358990+00:00,2024-10-08 12:42:17.358990+00:00,2024-10-12 16:09:34.464607+00:00,System_7520
1206,ReceiveResubmission,2024-10-08 12:45:21.613588+00:00,2024-10-08 12:45:21.613588+00:00,2024-10-12 03:00:04.039918+00:00,System_7521
1460,AssessApplication,2024-10-08 12:46:25.374932+00:00,2024-10-18 13:54:52.154218+00:00,2024-10-18 14:05:48.228697+00:00,Sachbearbeiter1
1721,RequestResubmission,2024-10-08 12:47:56.510216+00:00,2024-10-18 14:04:13.717672+00:00,2024-10-18 14:11:34.092034+00:00,Sachbearbeiter2
221,ReceiveResubmission,2024-10-08 12:48:26.522051+00:00,2024-10-08 12:48:26.522051+00:00,2024-10-14 13:07:02.248586+00:00,System_7522
39,ReceiveResubmission,2024-10-08 12:51:10.158690+00:00,2024-10-08 12:51:10.158690+00:00,2024-10-10 22:02:49.836722+00:00,System_7523
109,AssessApplication,2024-10-08 12:52:41.569398+00:00,2024-10-18 14:05:48.228697+00:00,2024-10-18 14:14:48.786682+00:00,Sachbearbeiter1
1316,ReceiveResubmission,2024-10-08 12:53:54.634233+00:00,2024-10-08 12:53:54.634233+00:00,2024-10-08 18:15:23.727876+00:00,System_7524
1274,AssessApplication,2024-10-08 12:54:44.262668+00:00,2024-10-18 14:08:12.930698+00:00,2024-10-18 14:26:06.012881+00:00,Sachbearbeiter3
1002,AssessApplication,2024-10-08 12:55:13.137301+00:00,2024-10-18 14:11:34.092034+00:00,2024-10-18 14:18:15.617314+00:00,Sachbearbeiter2
1080,AssessApplication,2024-10-08 12:56:57.285871+00:00,2024-10-18 14:14:48.786682+00:00,2024-10-18 14:20:58.614754+00:00,Sachbearbeiter1
500,AssessApplication,2024-10-08 12:57:05.548110+00:00,2024-10-18 14:18:15.617314+00:00,2024-10-18 14:30:50.162627+00:00,Sachbearbeiter2
1421,StoreApplication,2024-10-08 12:57:58.556994+00:00,2024-10-18 14:20:58.614754+00:00,2024-10-18 14:23:28.532638+00:00,Sachbearbeiter1
417,AssessApplication,2024-10-08 13:01:10.805610+00:00,2024-10-18 14:23:28.532638+00:00,2024-10-18 14:33:40.832262+00:00,Sachbearbeiter1
1524,ReceiveResubmission,2024-10-08 13:01:13.543575+00:00,2024-10-08 13:01:13.543575+00:00,2024-10-09 04:21:08.266185+00:00,System_7525
873,AssessApplication,2024-10-08 13:03:21.489549+00:00,2024-10-18 14:26:06.012881+00:00,2024-10-18 14:36:53.588592+00:00,Sachbearbeiter3
1453,AssessApplication,2024-10-08 13:05:27.676547+00:00,2024-10-18 14:30:50.162627+00:00,2024-10-18 14:41:45.915065+00:00,Sachbearbeiter2
1505,ReceiveResubmission,2024-10-08 13:06:56.286636+00:00,2024-10-08 13:06:56.286636+00:00,2024-10-18 19:17:52.851957+00:00,System_7526
524,StoreApplication,2024-10-08 13:07:11.445011+00:00,2024-10-18 14:33:40.832262+00:00,2024-10-18 14:35:24.532826+00:00,Sachbearbeiter1
865,ReceiveResubmission,2024-10-08 13:13:17.189803+00:00,2024-10-08 13:13:17.189803+00:00,2024-10-11 09:27:43.115517+00:00,System_7527
920,ReceiveResubmission,2024-10-08 13:14:09.351539+00:00,2024-10-08 13:14:09.351539+00:00,2024-10-09 12:37:52.038957+00:00,System_7528
430,AssessApplication,2024-10-08 13:14:55.646999+00:00,2024-10-18 14:35:24.532826+00:00,2024-10-18 14:51:14.638187+00:00,Sachbearbeiter1
1293,RequestResubmission,2024-10-08 13:16:10.249982+00:00,2024-10-18 14:36:53.588592+00:00,2024-10-18 14:42:33.060765+00:00,Sachbearbeiter3
